,location,total_sqft,bath,price,bhk
5165,Whitefield,3227.0,5.0,250.0,5
5166,Whitefield,1545.0,3.0,79.0,3
5167,Whitefield,3262.0,4.0,260.0,4
5168,Whitefield,1132.0,2.0,79.28,2
5169,Whitefield,1200.0,2.0,45.84,2
5170,Whitefield,2830.0,5.0,160.0,4
5171,Whitefield,1195.0,2.0,70.0,2
5172,Whitefield,3480.0,4.0,284.0,3
5173,Whitefield,1738.0,2.0,79.0,3
5174,Whitefield,1250.0,2.0,72.0,2
5175,Whitefield,709.0,1.0,34.385,1
5176,Whitefield,1340.0,2.0,77.0,2
5177,Whitefield,1320.0,2.0,79.5,2
5178,Whitefield,1415.0,2.0,67.0,2
5179,Whitefield,1105.0,2.0,41.36,2
5180,Whitefield,2094.0,2.0,113.19,3
5181,Whitefield,1200.0,2.0,45.0,2
5182,Whitefield,3445.0,5.0,270.0,4
5183,Whitefield,1700.0,3.0,140.0,3
5184,Whitefield,4827.0,4.0,400.0,4
5185,Whitefield,1405.0,2.0,84.5,2
5186,Whitefield,3252.0,4.0,280.0,4
5187,Whitefield,1200.0,2.0,45.0,2
5188,Whitefield,1150.0,2.0,90.0,2
5189,Whitefield,2400.0,4.0,147.0,4
5190,Whitefield,624.0,1.0,35.0,1
5191,Whitefield,1200.0,2.0,45.0,2
5192,Whitefield,1109.0,2.0,41.49,2
5193,Whitefield,1700.0,3.0,95.0,3
5194,Whitefield,4960.0,4.0,400.0,4
5195,Whitefield,2928.0,4.0,198.0,4
5196,Whitefield,1215.0,2.0,62.0,2
5197,Whitefield,2700.0,5.0,175.0,3
5198,Whitefield,1216.0,2.0,84.0,2
5199,Whitefield,2882.0,5.0,204.0,4
5200,Whitefield,1840.0,3.0,140.0,3
5201,Whitefield,1778.0,3.0,122.0,3
5202,Whitefield,1400.0,2.0,80.0,2
5203,Whitefield,650.0,1.0,25.0,1
5204,Whitefield,2155.0,3.0,125.0,4
5205,Whitefield,905.0,1.0,52.0,1
5206,Whitefield,1230.0,2.0,59.0,2
5207,Whitefield,1125.0,2.0,40.0,2
5208,Whitefield,1216.0,2.0,69.06,2
5209,Whitefield,1216.0,2.0,75.0,2
5210,Whitefield,1355.0,2.0,78.0,2
5211,Whitefield,1255.0,2.0,77.0,2
5212,Whitefield,1216.0,2.0,73.0,2
5213,Whitefield,709.0,1.0,34.735,1
5214,Whitefield,1140.0,2.0,45.0,2
5215,Whitefield,1190.0,2.0,60.0,2
5216,Whitefield,1312.0,2.0,55.0,2
5217,Whitefield,1745.0,3.0,100.0,3
5218,Whitefield,3200.0,4.0,224.0,4
5219,Whitefield,1096.0,2.0,39.0,2
5220,Whitefield,825.0,1.0,44.9,1
5221,Whitefield,1116.0,2.0,51.91,2
5222,Whitefield,1227.0,2.0,53.49,2
5223,Whitefield,1235.0,2.0,47.0,2
5224,Whitefield,1870.0,3.0,138.0,3
5225,Whitefield,1862.0,3.0,125.0,3
5226,Whitefield,1655.0,3.0,113.0,3
5227,Whitefield,530.0,1.0,29.44,1
5228,Whitefield,1085.0,2.0,57.0,2
5229,Whitefield,905.0,1.0,50.0,1
5230,Whitefield,1600.0,3.0,82.0,3
5231,Whitefield,630.5,1.0,32.15,1
5232,Whitefield,905.0,1.0,52.0,1
5233,Whitefield,1216.0,2.0,83.0,2
5234,Whitefield,1301.0,2.0,65.0,2
5235,Whitefield,1155.0,2.0,55.0,2
5236,Whitefield,1355.0,3.0,76.0,2
5237,Whitefield,4075.0,5.0,226.0,4
5238,Whitefield,1216.0,2.0,75.0,2
5239,Whitefield,1242.0,2.0,65.0,2
5240,Whitefield,1548.0,3.0,65.0,3
5241,Whitefield,2856.0,5.0,154.5,4
5242,Whitefield,1200.0,2.0,46.13,2
5243,Whitefield,1200.0,2.0,46.13,2
5244,Whitefield,2856.0,5.0,158.5,4
5245,Whitefield,1355.0,2.0,73.0,2
5246,Whitefield,2882.0,5.0,158.0,4
5247,Whitefield,750.0,1.0,51.0,1
5248,Whitefield,1105.0,2.0,39.99,2
5249,Whitefield,1173.0,2.0,77.0,2
5250,Whitefield,1118.0,2.0,42.0,2
5251,Whitefield,1216.0,2.0,69.0,2
5252,Whitefield,3425.0,5.0,250.0,4
5253,Whitefield,2856.0,5.0,157.5,4
5254,Whitefield,2173.0,3.0,128.0,3
5255,Whitefield,905.0,1.0,62.0,1
5256,Whitefield,1870.0,3.0,138.0,3
5257,Whitefield,1320.0,2.0,99.26,2
5258,Whitefield,2901.0,4.0,190.0,3
5259,Whitefield,1485.0,2.0,96.51,2
5260,Whitefield,1755.0,3.0,101.0,3
5261,Whitefield,1608.0,2.0,63.0,3
5262,Whitefield,2225.0,3.0,149.0,3
5263,Whitefield,1250.0,2.0,82.0,2
5264,Whitefield,605.0,1.0,40.0,1
5265,Whitefield,2210.0,3.0,156.0,3
5266,Whitefield,1173.0,2.0,78.2,2
5267,Whitefield,1740.0,4.0,130.0,3
5268,Whitefield,1216.0,2.0,75.0,2
5269,Whitefield,1655.0,3.0,120.0,3
5270,Whitefield,4003.0,6.0,300.0,4
5271,Whitefield,1125.0,2.0,45.0,2
5272,Whitefield,1180.0,2.0,70.0,2
5273,Whitefield,1280.0,2.0,69.0,2
5274,Whitefield,2023.0,4.0,130.0,3
5275,Whitefield,2134.0,4.0,118.0,3
5276,Whitefield,1808.0,4.0,80.0,3
5277,Whitefield,905.0,1.0,60.0,1
5278,Whitefield,1537.0,2.0,70.0,3
5279,Whitefield,1186.0,2.0,55.0,2
5280,Whitefield,1806.0,3.0,85.0,3
5281,Whitefield,1216.0,2.0,67.0,2
5282,Whitefield,2850.0,5.0,240.0,4
5283,Whitefield,1150.0,2.0,55.0,2
5284,Whitefield,1600.0,3.0,69.0,3
5285,Whitefield,2830.0,5.0,190.0,4
5286,Whitefield,1295.0,2.0,78.5,2
5287,Whitefield,840.0,1.0,57.6,1
5288,Whitefield,1991.0,3.0,104.0,3
5289,Whitefield,5200.0,5.0,242.0,4
5290,Whitefield,1655.0,3.0,97.0,3
5291,Whitefield,1850.0,3.0,150.0,3
5292,Whitefield,1290.0,2.0,90.0,2
5293,Whitefield,1200.0,2.0,45.0,2
5294,Whitefield,1216.0,2.0,75.0,2
5295,Whitefield,1356.0,2.0,94.84,2
5296,Whitefield,1338.0,2.0,103.0,2
5297,Whitefield,1115.0,2.0,55.0,2
5298,Whitefield,1870.0,3.0,90.0,3
5299,Whitefield,3450.0,4.0,208.0,3
5300,Whitefield,1074.0,2.0,42.79,2
5301,Whitefield,1100.0,2.0,52.0,2
5302,Whitefield,1267.0,2.0,90.33,2
5303,Whitefield,2400.0,4.0,143.0,4
5304,Whitefield,1836.0,3.0,125.0,3
5305,Whitefield,1197.0,2.0,50.0,2
5306,Whitefield,3596.0,3.0,200.0,3
5307,Whitefield,1141.0,2.0,62.0,2
5308,Whitefield,1216.0,2.0,82.0,2
5309,Whitefield,1495.0,3.0,88.0,2
5310,Whitefield,1564.0,3.0,103.0,3
5311,Whitefield,1585.0,3.0,84.0,3
5312,Whitefield,1140.0,2.0,50.0,2
5313,Whitefield,1558.0,3.0,90.0,3
5314,Whitefield,1216.0,2.0,75.0,2
5315,Whitefield,1227.0,2.0,70.0,2
5316,Whitefield,1704.0,3.0,120.0,3
5317,Whitefield,1256.0,2.0,73.0,2
5318,Whitefield,1195.0,2.0,62.38,2
5319,Whitefield,1770.0,4.0,68.0,3
5320,Whitefield,1300.0,2.0,78.0,2
5321,Whitefield,1570.0,3.0,88.0,3
5322,Whitefield,1216.0,2.0,84.03,2
5323,Whitefield,1240.0,2.0,70.0,2
5324,Whitefield,1216.0,2.0,72.5,2
5325,Whitefield,2025.0,4.0,115.0,3
5326,Whitefield,1020.0,2.0,45.0,2
5327,Whitefield,2990.0,3.0,198.0,4
5328,Whitefield,1600.0,3.0,69.1,3
5329,Whitefield,1205.0,2.0,58.0,2
5330,Whitefield,1720.0,3.0,98.97,3
5331,Whitefield,1600.0,3.0,95.0,3
5332,Whitefield,1655.0,3.0,108.0,3
5333,Whitefield,1740.0,3.0,95.0,3
5334,Whitefield,1350.0,2.0,88.0,2
5335,Whitefield,1030.0,2.0,44.0,2
5336,Whitefield,1216.0,2.0,80.0,2
5337,Whitefield,2900.0,4.0,225.0,4
5338,Whitefield,1340.0,2.0,101.0,2
5339,Whitefield,1190.0,2.0,64.0,2
5340,Whitefield,1500.0,3.0,78.57,3
5341,Whitefield,1626.0,3.0,85.0,3
5342,Whitefield,1195.0,2.0,61.36,2
5343,Whitefield,1100.0,2.0,65.0,2
5344,Whitefield,1100.0,2.0,46.5,2
5345,Whitefield,3117.0,3.0,261.0,3
5346,Whitefield,1216.0,2.0,73.0,2
5347,Whitefield,1135.0,2.0,58.0,2
5348,Whitefield,1185.0,2.0,56.0,2
5349,Whitefield,2956.0,5.0,234.0,4
5350,Whitefield,1530.0,3.0,75.0,3
5351,Whitefield,1015.0,2.0,45.0,2
5352,Whitefield,2247.0,3.0,145.0,3
5353,Whitefield,3940.0,5.0,265.0,4
5354,Whitefield,1190.0,2.0,59.0,2
5355,Whitefield,1160.0,2.0,67.0,2
5356,Whitefield,1216.0,2.0,66.88,2
5357,Whitefield,1180.0,2.0,77.0,2
5358,Whitefield,2140.0,3.0,139.0,3
5359,Whitefield,1314.0,2.0,84.0,2
5360,Whitefield,1530.0,3.0,73.0,3
5361,Whitefield,1012.0,2.0,58.0,2
5362,Whitefield,524.0,1.0,29.0,1
5363,Whitefield,2830.0,4.0,161.0,4
5364,Whitefield,2135.0,3.0,149.0,4
5365,Whitefield,2500.0,4.0,100.0,4
5366,Whitefield,3075.0,2.0,188.0,4
5367,Whitefield,1655.0,3.0,110.0,3
5368,Whitefield,840.0,1.0,57.0,1
5369,Whitefield,1725.0,3.0,106.0,3
5370,Whitefield,1059.0,2.0,57.0,2
5371,Whitefield,516.0,1.0,39.0,1
5372,Whitefield,1116.0,2.0,51.91,2
5373,Whitefield,6000.0,4.0,410.0,4
5374,Whitefield,1639.0,3.0,107.0,3
5375,Whitefield,1820.0,3.0,113.0,3
5376,Whitefield,1990.0,3.0,98.0,3
5377,Whitefield,3565.0,4.0,218.0,4
5378,Whitefield,3410.0,5.0,253.0,4
5379,Whitefield,4500.0,4.0,330.0,4
5380,Whitefield,1250.0,2.0,85.0,2
5381,Whitefield,1115.0,2.0,51.91,2
5382,Whitefield,1277.0,2.0,77.0,2
5383,Whitefield,1820.0,3.0,140.0,3
5384,Whitefield,3453.0,4.0,247.0,4
5385,Whitefield,1245.0,2.0,59.76,2
5386,Whitefield,1074.0,2.0,42.8,2
5387,Whitefield,1200.0,2.0,46.13,2
5388,Whitefield,1200.0,2.0,45.84,2
5389,Whitefield,2280.0,4.0,125.0,3
5390,Whitefield,2882.0,5.0,200.0,4
5391,Whitefield,1170.0,2.0,56.0,2
5392,Whitefield,1639.5,3.0,92.63,3
5393,Whitefield,1390.0,2.0,72.0,2
5394,Whitefield,1634.0,3.0,68.0,3
5395,Whitefield,1190.0,2.0,70.0,2
5396,Whitefield,1270.0,2.0,94.0,2
5397,Whitefield,1220.0,2.0,89.0,2
5398,Whitefield,1116.0,2.0,51.91,2
5399,Whitefield,3758.0,3.0,300.0,3
5400,Whitefield,1370.0,2.0,56.0,2
5401,Whitefield,1050.0,2.0,43.0,2
5402,Whitefield,1216.0,2.0,72.0,2
5403,Whitefield,1158.0,2.0,55.0,2
5404,Whitefield,1315.0,2.0,55.0,2
5405,Whitefield,1063.0,2.0,42.52,2
5406,Whitefield,1346.0,2.0,76.01,2
5407,Whitefield,1276.0,2.0,69.5,2
5408,Whitefield,1317.0,2.0,52.0,2
5409,Whitefield,2858.0,4.0,137.0,4
5410,Whitefield,1615.0,3.0,96.9,3
5411,Whitefield,1220.0,2.0,55.0,2
5412,Whitefield,1116.0,2.0,48.76,2
5413,Whitefield,1140.0,2.0,55.0,2
5414,Whitefield,1295.0,2.0,64.5,2
5415,Whitefield,1200.0,2.0,70.0,2
5416,Whitefield,1015.0,2.0,56.0,2
5417,Whitefield,1216.0,2.0,75.0,2
5418,Whitefield,2321.0,4.0,157.0,3
5419,Whitefield,1224.0,2.0,75.0,2
5420,Whitefield,1655.0,3.0,113.0,3
5421,Whitefield,1740.0,3.0,85.0,3
5422,Whitefield,4144.0,5.0,331.0,5
5423,Whitefield,1175.0,2.0,50.0,2
5424,Whitefield,2444.0,4.0,145.0,4
5425,Whitefield,1270.0,2.0,110.0,2
5426,Whitefield,1660.0,3.0,110.0,3
5427,Whitefield,1270.0,2.0,105.0,2
5428,Whitefield,1315.0,2.0,69.5,2
5429,Whitefield,1173.0,2.0,78.2,2
5430,Whitefield,1362.0,2.0,85.0,2
5431,Whitefield,1720.0,3.0,128.0,3
5432,Whitefield,1500.0,3.0,61.9,3
5433,Whitefield,1495.0,2.0,78.0,2
5434,Whitefield,1270.0,2.0,52.0,2
5435,Whitefield,1564.0,3.0,103.0,3
5436,Whitefield,1500.0,3.0,71.0,3
5437,Whitefield,1639.0,3.0,107.0,3
5438,Whitefield,1760.0,3.0,139.0,3
5439,Whitefield,613.0,1.0,48.0,1
5440,Whitefield,1730.0,3.0,125.0,3
5441,Whitefield,877.0,1.0,59.0,1
5442,Whitefield,2856.0,5.0,154.5,4
5443,Whitefield,3453.0,4.0,231.0,5
5444,Yelachenahalli,2400.0,1.0,150.0,2
5445,Yelachenahalli,1700.0,3.0,130.0,3
5446,Yelachenahalli,1080.0,2.0,55.0,2
5447,Yelachenahalli,1400.0,2.0,78.0,2
5448,Yelachenahalli,1100.0,2.0,60.0,2
5449,Yelachenahalli,1103.0,2.0,55.0,2
5450,Yelachenahalli,1000.0,2.0,50.0,2
5451,Yelahanka,1600.0,2.0,75.0,3
5452,Yelahanka,1326.0,2.0,78.0,2
5453,Yelahanka,3050.0,5.0,213.0,5
5454,Yelahanka,1350.0,2.0,55.55,2
5455,Yelahanka,1035.0,2.0,45.0,2
5456,Yelahanka,1350.0,2.0,54.0,2
5457,Yelahanka,1132.5,2.0,48.13,2
5458,Yelahanka,1210.0,2.0,45.98,2
5459,Yelahanka,1705.0,3.0,95.0,3
5460,Yelahanka,1234.0,2.0,80.0,2
5461,Yelahanka,1315.0,2.0,85.0,2
5462,Yelahanka,1170.0,2.0,62.5,2
5463,Yelahanka,697.0,1.0,45.0,1
5464,Yelahanka,1120.0,2.0,55.0,2
5465,Yelahanka,1662.0,2.0,67.98,3
5466,Yelahanka,2195.0,4.0,127.0,3
5467,Yelahanka,1075.0,2.0,51.5,2
5468,Yelahanka,1614.0,3.0,95.0,3
5469,Yelahanka,628.0,1.0,24.0,1
5470,Yelahanka,1815.0,3.0,82.0,3
5471,Yelahanka,654.0,1.0,38.4,1
5472,Yelahanka,1150.0,2.0,46.0,2
5473,Yelahanka,1705.0,3.0,74.16,3
5474,Yelahanka,3461.0,2.0,173.0,4
5475,Yelahanka,3042.0,4.0,131.0,4
5476,Yelahanka,1065.0,2.0,40.84,2
5477,Yelahanka,1036.0,2.0,39.35,2
5478,Yelahanka,1300.0,2.0,65.0,2
5479,Yelahanka,1825.0,3.0,105.0,3
5480,Yelahanka,1603.0,3.0,96.0,3
5481,Yelahanka,1304.0,2.0,79.0,2
5482,Yelahanka,1180.0,2.0,42.0,2
5483,Yelahanka,1616.0,3.0,65.0,3
5484,Yelahanka,1026.0,2.0,41.0,2
5485,Yelahanka,1517.0,3.0,76.3,3
5486,Yelahanka,2912.5,6.0,125.5,4
5487,Yelahanka,1274.0,2.0,48.42,2
5488,Yelahanka,1327.0,2.0,85.0,2
5489,Yelahanka,1712.0,3.0,82.0,3
5490,Yelahanka,1566.0,3.0,97.0,3
5491,Yelahanka,1270.0,2.0,78.0,2
5492,Yelahanka,1322.0,2.0,86.0,2
5493,Yelahanka,1100.0,2.0,70.0,2
5494,Yelahanka,1200.0,2.0,70.0,2
5495,Yelahanka,1326.0,2.0,57.0,2
5496,Yelahanka,4000.0,5.0,220.0,5
5497,Yelahanka,2675.0,4.0,140.0,4
5498,Yelahanka,1500.0,2.0,63.0,3
5499,Yelahanka,654.0,1.0,37.0,1
5500,Yelahanka,1721.0,3.0,80.86,3
5501,Yelahanka,1060.0,2.0,40.0,2
5502,Yelahanka,1226.0,2.0,52.71,2
5503,Yelahanka,1692.0,3.0,83.0,3
5504,Yelahanka,1033.0,2.0,52.58,2
5505,Yelahanka,1390.0,2.0,65.31,2
5506,Yelahanka,1040.0,2.0,48.86,2
5507,Yelahanka,2145.0,3.0,125.0,3
5508,Yelahanka,1200.0,2.0,54.0,2
5509,Yelahanka,1322.0,2.0,75.0,2
5510,Yelahanka,1036.0,2.0,39.37,2
5511,Yelahanka,1405.0,2.0,50.58,2
5512,Yelahanka,602.0,1.0,26.0,1
5513,Yelahanka,1100.0,2.0,60.0,2
5514,Yelahanka,1614.0,2.0,100.0,3
5515,Yelahanka,1890.0,3.0,108.0,3
5516,Yelahanka,1556.0,3.0,86.0,3
5517,Yelahanka,1610.0,4.0,85.0,3
5518,Yelahanka,1260.0,2.0,59.2,2
5519,Yelahanka,1102.0,2.0,52.0,2
5520,Yelahanka,1519.0,2.0,65.0,2
5521,Yelahanka,1859.0,3.0,108.0,3
5522,Yelahanka,1050.0,2.0,45.0,2
5523,Yelahanka,1322.0,2.0,80.0,2
5524,Yelahanka,1285.0,2.0,56.0,2
5525,Yelahanka,2600.0,4.0,175.0,4
5526,Yelahanka,1305.0,2.0,78.0,2
5527,Yelahanka,1180.0,2.0,56.0,2
5528,Yelahanka,1711.0,3.0,85.61,3
5529,Yelahanka,1315.0,2.0,75.0,2
5530,Yelahanka,3600.0,6.0,200.0,6
5531,Yelahanka,1390.0,2.0,70.21,2
5532,Yelahanka,1614.0,3.0,95.0,3
5533,Yelahanka,1650.0,3.0,105.0,3
5534,Yelahanka,1200.0,2.0,55.0,2
5535,Yelahanka,3990.0,4.0,260.0,4
5536,Yelahanka,1620.0,3.0,90.0,3
5537,Yelahanka,654.0,1.0,36.25,1
5538,Yelahanka,1614.0,3.0,93.0,3
5539,Yelahanka,694.0,1.0,30.84,1
5540,Yelahanka,1115.0,2.0,60.0,2
5541,Yelahanka,2317.0,4.0,140.0,3
5542,Yelahanka,1653.0,3.0,93.0,3
5543,Yelahanka,654.0,1.0,38.0,1
5544,Yelahanka,1633.0,2.0,72.0,2
5545,Yelahanka,1445.0,2.0,82.0,2
5546,Yelahanka,1225.0,2.0,62.0,2
5547,Yelahanka,602.0,1.0,38.0,1
5548,Yelahanka,697.0,1.0,35.0,1
5549,Yelahanka,1065.0,2.0,41.38,2
5550,Yelahanka,682.0,1.0,36.23,1
5551,Yelahanka,1023.0,2.0,52.59,2
5552,Yelahanka,1560.0,2.0,98.0,3
5553,Yelahanka,1780.0,3.0,107.0,3
5554,Yelahanka,1823.0,3.0,103.0,3
5555,Yelahanka,1792.0,3.0,104.0,3
5556,Yelahanka,1304.0,2.0,69.97,2
5557,Yelahanka,1250.0,2.0,54.0,2
5558,Yelahanka,1270.0,2.0,57.0,2
5559,Yelahanka,1300.0,2.0,69.23,2
5560,Yelahanka,1705.0,3.0,91.0,3
5561,Yelahanka,1890.0,4.0,85.0,3
5562,Yelahanka,1835.0,3.0,108.0,3
5563,Yelahanka,1847.0,3.0,92.0,3
5564,Yelahanka,2500.0,3.0,120.0,5
5565,Yelahanka,1890.0,3.0,109.0,3
5566,Yelahanka,700.0,1.0,38.0,1
5567,Yelahanka,2088.0,5.0,110.0,4
5568,Yelahanka,1330.0,2.0,93.65,2
5569,Yelahanka,1185.0,2.0,45.0,2
5570,Yelahanka,1517.0,3.0,71.28,3
5571,Yelahanka,3019.0,6.0,190.0,4
5572,Yelahanka,1756.0,3.0,66.73,3
5573,Yelahanka,1600.0,3.0,100.0,3
5574,Yelahanka,1664.0,3.0,73.95,3
5575,Yelahanka,1140.0,2.0,50.66,2
5576,Yelahanka,1200.0,2.0,60.0,2
5577,Yelahanka,1705.0,3.0,85.0,3
5578,Yelahanka,1633.0,3.0,110.0,3
5579,Yelahanka,827.5,1.0,42.535,1
5580,Yelahanka,1195.0,2.0,53.105,2
5581,Yelahanka,3175.0,4.0,156.0,4
5582,Yelahanka,1408.0,2.0,58.0,2
5583,Yelahanka,1104.0,2.0,58.0,2
5584,Yelahanka,1175.0,2.0,67.77,2
5585,Yelahanka,1322.0,2.0,77.9,2
5586,Yelahanka,602.0,1.0,33.0,1
5587,Yelahanka,1315.0,2.0,77.0,2
5588,Yelahanka,567.0,1.0,25.0,1
5589,Yelahanka,1045.0,2.0,45.0,2
5590,Yelahanka,602.0,2.0,30.0,1
5591,Yelahanka,1362.0,2.0,66.0,2
5592,Yelahanka,1234.0,2.0,80.0,2
5593,Yelahanka,1180.0,2.0,55.0,2
5594,Yelahanka,1267.0,3.0,78.0,2
5595,Yelahanka,1360.0,2.0,78.19,2
5596,Yelahanka,1025.0,2.0,44.0,2
5597,Yelahanka New Town,650.0,1.0,33.0,1
5598,Yelahanka New Town,500.0,1.0,20.0,1
5599,Yelahanka New Town,960.0,2.0,18.0,1
5600,Yelahanka New Town,1610.0,3.0,92.0,3
5601,Yelahanka New Town,1700.0,3.0,90.0,3
5602,Yelahanka New Town,650.0,1.0,20.0,1
5603,Yelahanka New Town,1541.0,3.0,80.0,3
5604,Yelahanka New Town,1385.0,2.0,65.0,2
5605,Yelahanka New Town,500.0,2.0,24.0,1
5606,Yelahanka New Town,650.0,1.0,17.0,1
5607,Yelahanka New Town,1599.0,3.0,80.0,3
5608,Yelahanka New Town,2095.0,3.0,109.0,4
5609,Yelahanka New Town,500.0,1.0,18.0,1
5610,Yelahanka New Town,2437.0,3.0,125.0,3
5611,Yelahanka New Town,2200.0,2.0,180.0,2
5612,Yelahanka New Town,1100.0,2.0,58.0,2
5613,Yelahanka New Town,1800.0,2.0,45.0,3
5614,Yelahanka New Town,1000.0,2.0,44.0,2
5615,Yelahanka New Town,650.0,1.0,18.0,1
5616,Yelahanka New Town,1740.0,3.0,150.0,3
5617,Yelahanka New Town,1290.0,2.0,70.0,2
5618,Yelenahalli,1240.0,2.0,47.12,2
5619,Yelenahalli,1200.0,2.0,46.17,2
5620,Yelenahalli,1600.0,3.0,61.37,3
5621,Yelenahalli,1260.0,2.0,47.88,2
5622,Yelenahalli,1500.0,2.0,57.0,3
5623,Yelenahalli,1175.0,2.0,50.0,2
5624,Yelenahalli,1650.0,3.0,68.0,3
5625,Yelenahalli,1200.0,2.0,45.6,2
5626,Yelenahalli,1200.0,2.0,46.17,2
5627,Yelenahalli,1160.0,2.0,44.08,2
5628,Yeshwanthpur,2502.0,3.0,138.0,3
5629,Yeshwanthpur,1693.0,3.0,108.0,3
5630,Yeshwanthpur,667.0,1.0,36.85,1
5631,Yeshwanthpur,665.0,1.0,36.85,1
5632,Yeshwanthpur,1161.0,2.0,64.08,2
5633,Yeshwanthpur,2557.0,3.0,141.0,3
5634,Yeshwanthpur,1850.0,3.0,100.0,3
5635,Yeshwanthpur,671.0,1.0,36.85,1
5636,Yeshwanthpur,1277.5,2.0,95.815,2
5637,Yeshwanthpur,668.0,1.0,36.85,1
5638,Yeshwanthpur,1185.0,2.0,75.84,2
5639,Yeshwanthpur,1400.0,2.0,100.0,2
5640,Yeshwanthpur,2559.0,3.0,141.0,3
5641,Yeshwanthpur,673.0,1.0,36.85,1
5642,Yeshwanthpur,3600.0,5.0,220.0,4
5643,Yeshwanthpur,1168.0,2.0,64.08,2
5644,Yeshwanthpur,605.0,1.0,41.745,1
5645,Yeshwanthpur,669.0,1.0,36.85,1
5646,Yeshwanthpur,1200.0,2.0,63.0,2
5647,Yeshwanthpur,1679.0,3.0,92.13,3
5648,Yeshwanthpur,670.0,1.0,36.85,1
5649,Yeshwanthpur,1678.0,3.0,92.13,3
5650,Yeshwanthpur,1240.0,2.0,80.0,2
5651,Yeshwanthpur,1713.0,3.0,110.0,3
5652,Yeshwanthpur,1144.0,2.0,67.0,2
5653,Yeshwanthpur,2501.0,3.0,138.0,3
5654,Yeshwanthpur,1362.0,2.0,100.0,2
5655,Yeshwanthpur,666.0,1.0,36.8,1
5656,Yeshwanthpur,1855.0,3.0,140.0,3
5657,Yeshwanthpur,2504.0,3.0,138.0,3
5658,Yeshwanthpur,1165.0,2.0,85.0,2
5659,Yeshwanthpur,1163.0,2.0,64.08,2
5660,Yeshwanthpur,1165.0,2.0,64.08,2
5661,Yeshwanthpur,994.0,2.0,54.67,1
5662,Yeshwanthpur,650.0,1.0,40.0,1
5663,Yeshwanthpur,1855.0,3.0,140.0,3
5664,Yeshwanthpur,1500.0,3.0,100.0,3
5665,Yeshwanthpur,1167.0,2.0,64.08,2
5666,Yeshwanthpur,1164.0,2.0,64.08,2
5667,Yeshwanthpur,1520.0,3.0,85.0,3
5668,Yeshwanthpur,1677.0,3.0,92.13,3
5669,Yeshwanthpur,674.0,1.0,36.85,1
5670,Yeshwanthpur,672.0,1.0,36.85,1
5671,Yeshwanthpur,1162.0,2.0,64.08,2
5672,Yeshwanthpur,1166.0,2.0,64.08,2
5673,Yeshwanthpur,1692.0,3.0,108.0,3
5674,Yeshwanthpur,1169.0,2.0,64.08,2
5675,Yeshwanthpur,2500.0,3.0,138.0,3
5676,Yeshwanthpur,1160.0,2.0,64.08,2
5677,Yeshwanthpur,1676.0,3.0,92.13,3
5678,Yeshwanthpur,2503.0,3.0,138.0,3
5679,Yeshwanthpur,1855.0,3.0,135.0,3
5680,Yeshwanthpur,1675.0,3.0,92.13,3
5681,other,2770.0,4.0,290.0,3
5682,other,1100.0,2.0,48.0,2
5683,other,600.0,1.0,38.0,1
5684,other,1270.0,2.0,50.0,2
5685,other,1500.0,2.0,185.0,2
5686,other,4395.0,3.0,240.0,3
5687,other,2511.0,3.0,205.0,3
5688,other,1660.0,2.0,105.0,3
5689,other,1200.0,2.0,65.0,2
5690,other,1007.0,2.0,43.0,2
5691,other,1200.0,2.0,50.0,2
5692,other,1800.0,3.0,120.0,3
5693,other,1870.0,3.0,110.0,3
5694,other,1612.0,3.0,46.74,3
5695,other,2795.0,4.0,235.0,3
5696,other,1904.0,3.0,150.0,3
5697,other,2000.0,3.0,175.0,3
5698,other,1500.0,3.0,100.0,3
5699,other,1340.0,2.0,55.7,2
5700,other,1783.0,3.0,115.0,3
5701,other,1207.0,2.0,43.5,2
5702,other,1798.0,3.0,89.0,3
5703,other,1580.0,3.0,100.0,3
5704,other,2000.0,4.0,75.5,4
5705,other,2405.0,4.0,260.0,3
5706,other,1500.0,2.0,115.0,2
5707,other,1148.0,2.0,60.0,2
5708,other,1110.0,2.0,55.0,2
5709,other,1500.0,2.0,65.0,3
5710,other,1080.0,2.0,39.0,2
5711,other,1060.0,2.0,60.0,2
5712,other,1644.0,3.0,84.0,3
5713,other,1285.0,2.0,72.5,2
5714,other,4050.0,3.0,280.0,3
5715,other,1060.0,2.0,55.0,2
5716,other,1280.0,2.0,69.0,2
5717,other,3045.0,3.0,170.0,3
5718,other,4111.0,4.0,250.0,4
5719,other,1084.0,2.0,50.0,2
5720,other,2000.0,4.0,120.0,4
5721,other,1560.0,3.0,115.0,3
5722,other,1113.0,2.0,51.0,2
5723,other,1200.0,2.0,55.0,2
5724,other,1645.0,3.0,95.0,3
5725,other,1200.0,2.0,79.0,2
5726,other,1230.0,2.0,48.0,2
5727,other,1800.0,3.0,150.0,3
5728,other,1592.0,3.0,75.0,3
5729,other,1762.0,3.0,125.0,3
5730,other,1629.0,3.0,79.0,3
5731,other,1460.0,2.0,58.0,2
5732,other,1185.0,2.0,38.0,2
5733,other,1760.0,3.0,88.0,3
5734,other,1069.0,2.0,55.0,2
5735,other,2150.0,4.0,240.0,3
5736,other,1630.0,3.0,68.29,3
5737,other,3309.0,4.0,325.0,4
5738,other,1150.0,2.0,126.0,2
